Name	Set	ImageFile	SetID	type	Race	Cost	TCost	ATK	DEF	Attribute	Rarity	Cardtext	Script
Monk Heroic Spirit	SNV	SNV-010.png	SNV-010	Resonator	Heroic Spirit	[L][L][1]		800	800	Light	U		
Musician of the Moon	SNV	SNV-011.png	SNV-011	Resonator	Wererabbit	[L]		300	300	Light	U		
Mysterious Welcome Party	SNV	SNV-012.png	SNV-012	Chant		[L]				Light	C		
Palace Chef	SNV	SNV-013.png	SNV-013	Resonator	Wererabbit	[L][2]		700	800	Light	C		
Reginleif, Inheritor of God's Will	SNV	SNV-014.png	SNV-014	Resonator	Valkyrie	[L][L][3]		800	1500	Light	R		
Spirit of Moonlit Nights	SNV	SNV-015.png	SNV-015	Resonator	Spirit	[L]		200	200	Light	C		
Swordsman Heroic Spirit	SNV	SNV-016.png	SNV-016	Resonator	Heroic Spirit	[L][L]		600	600	Light	C		
The Battle of Sun and Moon	SNV	SNV-017.png	SNV-017	Chant/Rune(Divinity 2)		[L][L][3]				Light	U		
The Stranger from Re-Earth	SNV	SNV-018.png	SNV-018	Chant/Rune(Divinity 3)		[L][L][2]				Light	R		
Valkyrie of the Dawn	SNV	SNV-019.png	SNV-019	Resonator	Valkyrie	[L][L][2]		800	800	Light	C		
Wizard Heroic Spirit	SNV	SNV-020.png	SNV-020	Resonator	Heroic Spirit	[L][L][2]		500	1000	Light	U		
All Under Heaven Shall Perish	SNV	SNV-021.png	SNV-021	Chant/Rune(Divinity 2)		[F][F][2]				Fire	U		
Annihilation Dragon	SNV	SNV-022.png	SNV-022	Resonator	Dragon	[F][F][3]		1000	800	Fire	C		
Frontline Warrior	SNV	SNV-023.png	SNV-023	Resonator	Human	[F][1]		600	500	Fire	C		
Gaze of the Fire Emperor	SNV	SNV-024.png	SNV-024	Chant		[F][F][2]				Fire	C		
Ladies of the Three Stars	SNV	SNV-025.png	SNV-025	Resonator	Taoist	[F][1]		600	500	Fire	U		
Lady Huang's Karakuri Soldier	SNV	SNV-026.png	SNV-026	Resonator	Karakuri	[F][3]		900	900	Fire	C		
Ma'at, Arbiter of Judgment	SNV	SNV-027.png	SNV-027	Resonator	Ascendant	[F]		100	600	Fire	R		
Neo-Berserk Dragon	SNV	SNV-028.png	SNV-028	Resonator	Dragon	[F][F][2]		1000	800	Fire	R		
Numbing Hedgehog	SNV	SNV-029.png	SNV-029	Resonator	Beast	[F]		400	400	Fire	C		
Ruins Beneath the Sands	SNV	SNV-030.png	SNV-030	Addition	Ancient Ruins	[F][F]				Fire	U		
Sand Awakening	SNV	SNV-031.png	SNV-031	Chant/Rune(Divinity 1)		[F][1]				Fire	R		
Sand Soldier	SNV	SNV-032.png	SNV-032	Resonator	Sand	[F][1]		800	600	Fire	C		
Sandora's Invasion	SNV	SNV-033.png	SNV-033	Chant/Rune(Divinity 3)		[F][F][3]				Fire	U		
Scales of the Ascendant	SNV	SNV-034.png	SNV-034	Chant		[F][F][1]				Fire	C		
Searing Wall of Sand	SNV	SNV-035.png	SNV-035	Resonator	Sand/Wall	[F][2]		0	1500	Fire	U		
Sima Hui, the Crafty Tactician	SNV	SNV-036.png	SNV-036	Resonator	Human	[F][3]		800	900	Fire	U		
Surtr, the Sand Giant	SNV	SNV-037.png	SNV-037	Resonator	Sand/Giant	[F][F][F][F][F]		1500	1500	Fire	SR		
The Three Kingdoms Partition Plan	SNV	SNV-038.png	SNV-038	Chant/Master Rune(Divinity 2)		[F][F][3]				Fire	R		
Underhanded Assassin	SNV	SNV-039.png	SNV-039	Resonator	Human	[F][2]		600	900	Fire	C		
Zhuge Liang	SNV	SNV-040.png	SNV-040	Resonator	Human/Wanderer	[F][F][2]		900	900	Fire	SR		
Antorite, Sealed God of the Riverbed	SNV	SNV-041.png	SNV-041	Resonator	Mermaid	[Wa][Wa][Wa]		900	700	Water	R		
Bloodberry	SNV	SNV-042.png	SNV-042	Resonator	Vegetation	[Wa][2]		800	700	Water	C		
Diverse Evolution	SNV	SNV-043.png	SNV-043	Chant/Rune(Divinity 2)		[Wa][Wa][1]				Water	U		
Guinevere, the Mobility Queen	SNV	SNV-044.png	SNV-044	Resonator	Human/Machine/Wanderer	[Wa]		0	200	Water	SR		
Guinevere's Imperial Guard	SNV	SNV-045.png	SNV-045	Resonator	Machine	[Wa][2]		600	600	Water	C		
Mermaid of the Misty Spring	SNV	SNV-046.png	SNV-046	Resonator	Mermaid	[Wa][1]		200	800	Water	C		
Mordred, the Operator	SNV	SNV-047.png	SNV-047	Resonator	Machine	[Wa][Wa][2]		600	600	Water	U		
Mutation Slime	SNV	SNV-048.png	SNV-048	Resonator	Ooze	[Wa][Wa][2]		900	1000	Water	U		
Mystery Box	SNV	SNV-049.png	SNV-049	Chant/Rune(Divinity 3)		[Wa][Wa][Wa][4]				Water	R		
Parallel World Schrödinger	SNV	SNV-050.png	SNV-050	Resonator	Fairy Tale/Cat	[Wa]		300	300	Water	C		
Precision-Guided Munition, Sky Beat	SNV	SNV-051.png	SNV-051	Resonator	Machine	[Wa][Wa][1]		800	800	Water	U		
Ruins Submerged Beneath the Misty Spring	SNV	SNV-052.png	SNV-052	Addition	Ancient Ruins	[Wa]				Water	U		
Schrödinger, the Harlequin of Phenomena	SNV	SNV-053.png	SNV-053	Resonator	Fairy Tale/Wanderer	[Wa][3]		0	100	Water	SR		
Shackles of Mist	SNV	SNV-054.png	SNV-054	Chant		[Wa][1]				Water	C		
Sky Round Musketeer	SNV	SNV-055.png	SNV-055	Resonator	Machine	[Wa][1]		600	400	Water	C		
Skyfall	SNV	SNV-056.png	SNV-056	Chant		[Wa]				Water	C		
Skynet	SNV	SNV-057.png	SNV-057	Chant/Master Rune(Divinity 2)		[Wa][Wa][3]				Water	R		
Super Mobile Fortress Camelot	SNV	SNV-058.png	SNV-058	Resonator	Machine	[Wa][Wa][4]		1200	1200	Water	R		
Teleport	SNV	SNV-059.png	SNV-059	Chant/Rune(Divinity 2)		[Wa][Wa][2]				Water	U		
Wheel Drone	SNV	SNV-060.png	SNV-060	Resonator	Machine	[Wa][4]		1200	900	Water	C		
Ancient Ruins Researcher	SNV	SNV-061.png	SNV-061	Resonator	Mimi Tribe	[Wi][Wi][3]		900	1100	Wind	C		
Bullet Ball Thunder Clap	SNV	SNV-062.png	SNV-062	Chant/Rune(Divinity 2)		[Wi]				Wind	R		
Bunbuku, the Legendary Tea Kettle	SNV	SNV-063.png	SNV-063	Resonator	Beast	[Wi][2]		300	1200	Wind	R		
Chamimi's Contemplation	SNV	SNV-064.png	SNV-064	Chant		[Wi][1]				Wind	C		
Flying Squirrel	SNV	SNV-065.png	SNV-065	Resonator	Beast	[Wi][2]		800	800	Wind	C		
Fox Shikigami	SNV	SNV-066.png	SNV-066	Resonator	Shikigami	[Wi][2]		700	900	Wind	C		
Friend Calling Whistle	SNV	SNV-067.png	SNV-067	Chant/Rune(Divinity 1)		[Wi]				Wind	U		
Guardian Beast of Nature	SNV	SNV-068.png	SNV-068	Resonator	Beast	[Wi][Wi]		600	600	Wind	C		
Liz, Sealed God of the Island	SNV	SNV-069.png	SNV-069	Resonator	Elf	[Wi][Wi][6]		1000	1500	Wind	R		
Magellanica, the Ball Warrior	SNV	SNV-070.png	SNV-070	Resonator	Mimi Tribe	[Wi][Wi][Wi][1]		1200	1200	Wind	SR		
Molmol, King of Rare Beasts	SNV	SNV-071.png	SNV-071	Resonator	Beast	[Wi][Wi][5]		2000	2000	Wind	U		
Ninja Students	SNV	SNV-072.png	SNV-072	Resonator	Cat/Ninja	[Wi]		400	300	Wind	C		
Rikyu, Cat Tongued Tea Master	SNV	SNV-073.png	SNV-073	Resonator	Cat/Wanderer	[Wi][Wi][3]		1100	1200	Wind	SR		
Ruins Beneath the Flora	SNV	SNV-074.png	SNV-074	Addition	Ancient Ruins	[Wi][Wi][2]				Wind	U		
Seimei's Disciple	SNV	SNV-075.png	SNV-075	Resonator	Cat/Yin-Yang Master	[Wi][1]		500	600	Wind	C		
Storm Cat	SNV	SNV-076.png	SNV-076	Chant		[Wi][Wi][4]				Wind	C		
Table Flip	SNV	SNV-077.png	SNV-077	Chant/Master Rune(Divinity 2)		[Wi][3]				Wind	R		
The Six Jizo Statues	SNV	SNV-078.png	SNV-078	Resonator	Youkai	[Wi]		600	600	Wind	U		
The Unsealing of God	SNV	SNV-079.png	SNV-079	Chant/Rune(Divinity 1)		[Wi]				Wind	U		
Tsunade, Brawny Cat Ninja	SNV	SNV-080.png	SNV-080	Resonator	Cat/Ninja	[Wi][Wi]		800	500	Wind	U		
Amon, Conspirer of Atrocities	SNV	SNV-081.png	SNV-081	Resonator	Demon	[D][D][3]		1200	1200	Darkness	R		
Astema, the Returnee of Hatred	SNV	SNV-082.png	SNV-082	Resonator	Fallen Angel/Wanderer	[D][D][1]		700	600	Darkness	SR		
Athenia, Sealed God of the Ruins	SNV	SNV-083.png	SNV-083	Resonator	Human	[D][D][3]		1200	1000	Darkness	SR		
Black-Eyed Angel	SNV	SNV-084.png	SNV-084	Resonator	Fallen Angel	[D][D][3]		1300	700	Darkness	C		
Caspiel, the Fallen Angel of Rebellion	SNV	SNV-085.png	SNV-085	Resonator	Fallen Angel	[D][D][4]		1200	1000	Darkness	U		
Chaining Hatred	SNV	SNV-086.png	SNV-086	Chant/Rune(Divinity 2)		[D][D][3]				Darkness	U		
Contract Demon	SNV	SNV-087.png	SNV-087	Resonator	Demon	[D][D]		600	600	Darkness	U		
Corrupt Teachings	SNV	SNV-088.png	SNV-088	Chant		[D][D][2]				Darkness	C		
Dark Soldier of the Fallen	SNV	SNV-089.png	SNV-089	Resonator	Human	[D][1]		600	400	Darkness	C		
Dragon Zombie	SNV	SNV-090.png	SNV-090	Resonator	Dragon/Zombie	[D][D][2]		600	600	Darkness	U		
Graveyard Vampire	SNV	SNV-091.png	SNV-091	Resonator	Vampire	[D][D][2]		600	700	Darkness	C		
March of the Dead	SNV	SNV-092.png	SNV-092	Chant		[D]				Darkness	C		
Orchard of the Immortals	SNV	SNV-093.png	SNV-093	Addition	Ancient Ruins	[D][D][D]				Darkness	U		
Orpheus, the Immortal Player	SNV	SNV-094.png	SNV-094	Resonator	Zombie	[D][D]		600	500	Darkness	R		
Power of Immortality	SNV	SNV-095.png	SNV-095	Chant/Rune(Divinity 1)		[D][1]				Darkness	U		
Ruined Earth	SNV	SNV-096.png	SNV-096	Chant/Rune(Divinity 2)		[D][D][3]				Darkness	R		
Ruins Devil	SNV	SNV-097.png	SNV-097	Resonator	Demon	[D][3]		1000	600	Darkness	C		
Sewing Zombie	SNV	SNV-098.png	SNV-098	Resonator	Zombie	[D][D][1]		400	400	Darkness	C		
Soul Prison	SNV	SNV-099.png	SNV-099	Chant/Master Rune(Divinity 3)		[D][D][4]				Darkness	R		
Specter of the Abyss	SNV	SNV-100.png	SNV-100	Resonator	Specter	[D][D][1]		700	600	Darkness	C		
Ancient Moon Dragon	AOA	AOA-001.png	AOA-001	Resonator	Dragon	[L][L][2]		800	800	Light	C	This card gains [+400/+400] as long as you control a Moon.	
Arcana Collector	AOA	AOA-002.png	AOA-002	Resonator	Wererabbit	[L]		300	300	Light	C	This card gains [+400/+400] and [Barrier] as long as you control four or more light magic stones.	
Ares, Knight God Emperor of the Burial Grounds	AOA	AOA-003.png	AOA-003	Resonator	Deity	[L][L][2]		1000	800	Light	SR	[Enter] => Produce [L][L]. Other light resonators you control gain [+200/+200]. As long as there are four or more runes revealed from your rune area, they gain [+400/+400] instead.	
Ballista Warrior	AOA	AOA-004.png	AOA-004	Resonator	Human	[L][L][4]		700	1700	Light	C	At the end of your turn => Recover this card.	
Brunhild's Shield	AOA	AOA-005.png	AOA-005	Resonator	Valkyrie	[L]		0	700	Light	C	Banish this card: Target resonator gains [Eternal] until end of turn.	
Delphinius, Flying Giant Beast in the Sky	AOA	AOA-006.png	AOA-006	Resonator	Beast	[L][L][L][3]		1300	1500	Light	R	[Enter] => Destroy all resonators with [Flying] your opponent controls.	
Holy Knight Burial Grounds	AOA	AOA-007.png	AOA-007	Addition	Ancient Ruins	[L]				Light	U	Whenever a resonator you control is put into a graveyard from the field => Put a grave-post counter on this card. Resonators you control gain [+200/+200] as long as there are three or more grave-post counters on this card. As long as there are seven or more grave-post counters on this card, they gain [+400/+400] instead.	
Holy Steed of Faith	AOA	AOA-008.png	AOA-008	Resonator	Heroic Spirit	[L][L][3]		1000	1000	Light	U	Whenever a resonator you control attacks => You gain 400 life.	
Kara, Valkyrie of the Red Lance	AOA	AOA-009.png	AOA-009	Resonator	Valkyrie	[L]		400	400	Light	R	[L]: This card gains [Flying] and [First Strike] until end of turn. [F]: This card gains [+200/+200] until end of turn.	
Linorsphairia, Vast Land Above the Clouds	AOA	AOA-010.png	AOA-010	Addition	Ancient Ruins	[L][L]				Light	U	At the beginning of you main phase => Produce [L]. If there are four or more runes revealed from your rune area, produce [L][L] instead.	
Moonlight Nocturne	AOA	AOA-011.png	AOA-011	Chant/Rune(Divinity 2)		[L][1]		0	0	Light	U		
Priest of Minerva	AOA	AOA-012.png	AOA-012	Resonator	Human	[L][1]		500	700	Light	C		
Sapling of the Treasure Tree	AOA	AOA-013.png	AOA-013	Resonator	Treasury Item	[L]		0	100	Light	SR	[Rest], discard a card, remove this card from the game: Produce [L][L][L].	
Shower of Light Blades	AOA	AOA-014.png	AOA-014	Chant/Rune(Divinity 2)		[L][L][1]				Light	R		
Snow of Linorsphairia	AOA	AOA-015.png	AOA-015	Chant		[L][1]				Light	C		
Soul Resonance	AOA	AOA-016.png	AOA-016	Chant/Rune(Divinity 1)		[L][1]		0	0	Light	U		
Spirit of Cloud	AOA	AOA-017.png	AOA-017	Resonator	Spirit	[L][2]		400	600	Light	C	Prevent all damage that would be dealt to this card by resonators during your opponent's turn.	
Traveler in the Sea of Clouds	AOA	AOA-018.png	AOA-018	Chant/Master Rune(Divinity 2)		[L][3]				Light	R		
Volley	AOA	AOA-019.png	AOA-019	Chant		[L]		0	0	Light	C		
Yggnitsvay, Spirit of Laurel	AOA	AOA-020.png	AOA-020	Resonator	Spirit	[L][L][2]		800	800	Light	U	Whenever you play a resonator spell => This card gains [+400/+400] until end of turn. This ability triggers only once per turn. This card gains [Drain] as long as you control seven or more light magic stones.	
Asakna Training Grounds	AOA	AOA-021.png	AOA-021	Addition	Ancient Ruins	[F][1]		0	0	Fire	U	[Rest]: Put a [+100/+100] counter on target fire resonator.	
Bird of Scorching Sand	AOA	AOA-022.png	AOA-022	Resonator	Sand/Beast	[F][3]		1000	900	Fire	C	[Enter] => Banish a fire magic stone.	
Contract Forged in Sand	AOA	AOA-023.png	AOA-023	Chant/Rune(Divinity 2)		[F][F][1]				Fire	U		
Flame Dragon Summoning	AOA	AOA-024.png	AOA-024	Chant/Rune(Divinity 2)		[F][F][3]		0	0	Fire	R		
Ghost of Asakna	AOA	AOA-025.png	AOA-025	Resonator	Heroic Spirit	[F][2]		1200	1000	Fire	C	When this card is targeted by a spell => Banish it.	
Isis' Elite Guard	AOA	AOA-026.png	AOA-026	Resonator	Human	[F][F]		600	500	Fire	U	This card gains [0/+300] and [Swiftness] as long as you control two or more other resonators.	
Kanna, Descendent of the Oracle	AOA	AOA-027.png	AOA-027	Resonator	Human	[F][F][F]		500	800	Fire	R	You may pay [F][F] less to play this card as long as you control five or more fire magic stones. [Enter] => Target resonator gains [+400/0] until end of turn.	
Kanna's Attendant	AOA	AOA-028.png	AOA-028	Resonator	Human	[F]		300	300	Fire	C	[Rest]: Target fire resonator gains [+200/+200] until end of turn. If it's "Kanna, Descendent of the Oracle", it also gains [Swiftness] and [Precision].	
Mind Like Still Water	AOA	AOA-029.png	AOA-029	Chant/Rune(Divinity 1)		[F]		0	0	Fire	U		
Moon of Crimson Sand	AOA	AOA-030.png	AOA-030	Resonator	Sand/Moon	[F][3]		100	1500	Fire	U	[F]: This card gains [Flying] until end of turn. When this card leaves the field => It deals 300 damage multiplied by the number of fire magic stones you control to each resonator.	
Mountain Dragon	AOA	AOA-031.png	AOA-031	Resonator	Dragon	[F][F][4]		2000	1500	Fire	C	[Enter] => This card deals 200 damage multiplied by the number of fire magic stones you control to target resonator.	
Nyarlathotep, the Return of Chaos	AOA	AOA-032.png	AOA-032	Resonator	Cthulhu/Wanderer	[F][F]		500	500	Fire	SR	You may play this card from your removed area. You pay [1] more to play this card from your removed area. [Rest], remove this card from the game: Draw a card. [F][F], remove this card in your graveyard from the game, banish a fire magic stone: Destroy target resonator.	
Sand Upheaval	AOA	AOA-033.png	AOA-033	Chant		[F][F][3]		0	0	Fire	C		
Shadow of Chaos	AOA	AOA-034.png	AOA-034	Resonator	Cthulhu	[F]		300	300	Fire	C	This card gains [+300/+300] and [Swiftness] as long as you control four or more fire magic stones.	
Shu, Ruler of Air	AOA	AOA-035.png	AOA-035	Resonator	Ascendant	[F]		100	300	Fire	R	[Rest], remove a fire card in your graveyard from the game: Produce [F]. [Rest], [F], discard a fire card: This card deals 600 damage to target resonator.	
Spiral of Chaos	AOA	AOA-036.png	AOA-036	Chant/Master Rune(Divinity 2)		[F][F][3]				Fire	R	This card deals 1000 damage to target resonator. If this card would deal more damage to that resonator than its DEF, this card deals the rest to that resonator's controller.	
The Sage's Afternoon Nap	AOA	AOA-037.png	AOA-037	Chant		[F][1]		0	0	Fire	C		
Thunder Dragon	AOA	AOA-038.png	AOA-038	Resonator	Dragon	[F][F][F][1]		900	800	Fire	U	[Enter] => You may discard a card at random. If you do, this card deals 800 damage to target resonator.	
Ushuah, the Swordsman of Eternal Flame	AOA	AOA-039.png	AOA-039	Resonator	Human	[F][F][F][3]		1700	100	Fire	SR	Fire resonators you control gain [Swiftness]. [Enter] => Look at the top five cards of your deck. You may put a resonator with total cost 5 or less from among them into the field. Put the rest on the bottom of your deck in a random order.	
Warrior Lurking Beneath the Sands	AOA	AOA-040.png	AOA-040	Resonator	Human	[F][1]		600	400	Fire	C		
Butterfly Gimmick	AOA	AOA-041.png	AOA-041	Resonator	Machine	[Wa][1]		300	300	Water	C	[Enter] => Look at the top five cards of your deck. You may put a card named "Butterfly Gimmick" from among them into the field. Put the rest on the bottom of your deck in a random order.	
Chronos' Envoy	AOA	AOA-042.png	AOA-042	Resonator	Wizard	[Wa][1]		400	400	Water	U	[Enter] => Search your deck for a card and put it into your graveyard. Then shuffle your deck.	
Commanding Gaze	AOA	AOA-043.png	AOA-043	Chant		[Wa][1]		0	0	Water	C		
Fenrir, Second Form	AOA	AOA-044.png	AOA-044	Resonator	Beast	[Wa][4]		1000	1100	Water	R	This card gains [Quickcast] as long as it's in your hand and there are four or more runes revealed from your rune area. [Enter] => Put target resonator on top of its owner's deck. Draw two cards.	
Fiendish Mirror	AOA	AOA-045.png	AOA-045	Resonator	Fairy Tale	[Wa][3]		0	400	Water	C	When this card is put into a graveyard from the field => Reveal the top card of your deck. If it's a resonator, put it into the field.	
Freya, Royal Palace Contraption Mage	AOA	AOA-046.png	AOA-046	Resonator	Wizard/Machine	[Wa]		0	200	Water	SR	This card gains [0/+400] as long as you control another Machine. If you would draw a card during your draw phase, you may instead look at the top two cards of your deck, put a card from among them into your hand and the rest into your graveyard.	
Freya's Transforming Cane	AOA	AOA-047.png	AOA-047	Resonator	Machine	[Wa]		300	300	Water	C	This card gains [+300/+300] and "This card cannot be blocked." as long as you control four or more water magic stones.	
Garmheld, Half of God	AOA	AOA-048.png	AOA-048	Resonator	God/Wanderer	[Wa][Wa][1]		500	800	Water	SR	Whenever another resonator enters the field under your control => Produce [Wa]. This ability triggers only once per turn. [Rest], banish this card: Produce [Wa] for each resonator you control. Play this ability only during your turn.	
Garmheld's Phantasmal Warrior	AOA	AOA-049.png	AOA-049	Resonator	Illusion	[Wa][1]		500	500	Water	C		
Guinevere's Investigation	AOA	AOA-050.png	AOA-050	Chant		[Wa]				Water	C		
Loki's Insight	AOA	AOA-051.png	AOA-051	Chant/Rune(Divinity 2)		[Wa][1]		0	0	Water	U		
Mecha Leviathan	AOA	AOA-052.png	AOA-052	Resonator	Machine	[Wa][Wa][Wa][2]		1200	1300	Water	R	Banish another Machine resonator: Return target resonator to its owner's hand.	
Mini Leviathan	AOA	AOA-053.png	AOA-053	Resonator	Machine	[Wa][2]		700	700	Water	U	[Enter] => Return target resonator to its owner's hand. Banish two "Mini Leviathan": Search your deck for a card with "Leviathan" in its name and put it into the field. Then shuffle your deck.	
Ocean Beam	AOA	AOA-054.png	AOA-054	Chant/Rune(Divinity 3)		[Wa][Wa][2]		0	0	Water	R		
Repair Bug	AOA	AOA-055.png	AOA-055	Resonator	Machine	[Wa][1]		0	800	Water	C	[Wa], banish this card: Recover target Machine.	
Ruined Capital	AOA	AOA-056.png	AOA-056	Addition	Ancient Ruins	[Wa]				Water	U	At the end of your turn => Put a ruin counter on this card. Then, if there are five or more ruin counters on it, banish it. If you do, shuffle all resonators into their owner's deck. [Wa][Wa][1]: Remove a ruin counter from this card.	
Soldiers of the New Round Table	AOA	AOA-057.png	AOA-057	Chant/Rune(Divinity 2)		[Wa][Wa]		0	0	Water	U		
Strolling House	AOA	AOA-058.png	AOA-058	Resonator	House	[Wa][Wa][3]		800	1200	Water	C	Rest another recovered resonator you control: This card gains [+200/+200] until end of turn.	
The Return of God	AOA	AOA-059.png	AOA-059	Chant/Master Rune(Divinity 2)		[Wa][3]		0	0	Water	R		
The Returnee from Twilight	AOA	AOA-060.png	AOA-060	Resonator	Cthulhu	[Wa][Wa][1]		800	800	Water	U	[Wa], remove three resonators in your graveyard from the game: Put this card from your graveyard into the field. Play this ability only during your turn.	
200 IQ	AOA	AOA-061.png	AOA-061	Chant		[Wi][1]				Wind	C		
Algernon, Mouse of Intellect	AOA	AOA-062.png	AOA-062	Resonator	Mouse/Wanderer	[Wi]		200	200	Wind	SR	[Enter] => Put a intellect counter on this card. If you control five or more magic stones, put three intellect counters on this card instead. Remove a intellect counter from this card: This card gains [+400/+200] until end of turn. [Rest], remove two intellect counters from this card: Search your deck for a chant, reveal it and put it into your hand. Then shuffle your deck.	
Barrier Castle	AOA	AOA-063.png	AOA-063	Addition	Ancient Ruins	[Wi][1]				Wind	U	Whenever a wind resonator you control is targeted by a spell or ability your opponent controls => Counter that spell or ability unless its controller pays [1].	
Dog Shikigami	AOA	AOA-064.png	AOA-064	Resonator	Shikigami	[Wi][Wi]		600	600	Wind	C	[Enter] => Recover two target magic stones if you control a Yin-Yang Master.	
Gunpowder Barrel	AOA	AOA-065.png	AOA-065	Chant		[Wi]				Wind	C		
Hunting Party	AOA	AOA-066.png	AOA-066	Resonator	Mimi Tribe	[Wi][Wi][2]		800	700	Wind	C	[Enter] => Draw a card. Discard a card: This card gains [+400/0] until end of turn. Play this ability only once per turn.	
Kukunochi, the Shikigami	AOA	AOA-067.png	AOA-067	Resonator	Cat/Shikigami	[Wi][3]		700	1200	Wind	R	When this card is put into a graveyard from your hand by a spell or ability your opponent controls => Put this card into the field. [Enter] => Recover target Cat.	
Kukunochi's Dance	AOA	AOA-068.png	AOA-068	Chant/Rune(Divinity 3)		[Wi][Wi]				Wind	U		
Marine Beast of the Lost Isles	AOA	AOA-069.png	AOA-069	Resonator	Beast	[Wi][Wi][1]		800	800	Wind	C	This card gains [+200/+200] as long as you control a water magic stone.	
Mimi Tribe Logger	AOA	AOA-070.png	AOA-070	Resonator	Mimi Tribe	[Wi][1]		600	600	Wind	C		
Monkey Shikigami	AOA	AOA-071.png	AOA-071	Resonator	Shikigami	[Wi]		400	400	Wind	C	This card gains [+100/+100] and [Swiftness] as long as you control a Yin-Yang Master.	
Nature's Beauty	AOA	AOA-072.png	AOA-072	Chant/Master Rune(Divinity 2)		[Wi][2]				Wind	R		
Rikugou, Tree Shikigami	AOA	AOA-073.png	AOA-073	Resonator	Shikigami	[Wi][2]		300	1000	Wind	U	If damage would be dealt to you, it's dealt to this card instead. This card gains [+200/+200] as long as you control a Yin-Yang Master.	
Scroll Transporter	AOA	AOA-074.png	AOA-074	Resonator	Cat/Ninja	[Wi]		300	300	Wind	C	This card gains [+400/+400] and "This card cannot be attacked." as long as you control four or more wind magic stones.	
Seimei, the Shikigami User	AOA	AOA-075.png	AOA-075	Resonator	Cat/Yin-Yang Master	[Wi][Wi][1]		700	800	Wind	SR	[Enter] => Look at the top four cards of your deck. You may reveal a Shikigami from among them and put it into your hand. Put the rest on the bottom of your deck in a random order. [Rest], [Wi]: You may put a Shikigami with total cost 4 or less from your hand into the field. Banish a Shikigami: This card gains [Barrier] until end of turn.	
Shikigami Summoning	AOA	AOA-076.png	AOA-076	Chant/Rune(Divinity 1)		[Wi][1]				Wind	R		
Three Beast Conference	AOA	AOA-077.png	AOA-077	Chant/Rune(Divinity 1)		[Wi][Wi]				Wind	U		
Three Beast Warrior, Eaglemi	AOA	AOA-078.png	AOA-078	Resonator	Mimi Tribe/Beast	[Wi]		300	300	Wind	U	Banish this card: Target resonator gains [+400/+400] until end of turn.	
Three Beast Warrior, Molemi	AOA	AOA-079.png	AOA-079	Resonator	Mimi Tribe/Beast	[Wi][Wi]		700	500	Wind	U	Whenever this card attacks => You gain 500 life.	
Three Beast Warrior, Tigermi	AOA	AOA-080.png	AOA-080	Resonator	Mimi Tribe/Beast	[Wi][Wi][Wi]		800	800	Wind	R	[Enter] => Draw a card if you control another Mimi Tribe.	
Alseid, the Harvester	AOA	AOA-081.png	AOA-081	Resonator	Spirit	[D][D][1]		400	800	Darkness	U	[Enter] => Put target darkness resonator with total cost 1 or less from your graveyard into the field. [Rest], banish two other resonators: Destroy target resonator.	
Believer Blinded by Faith	AOA	AOA-082.png	AOA-082	Resonator	Human	[D]		0	400	Darkness	C	[Rest], [D], banish this card: Put target darkness resonator from your graveyard into your hand.	
Crawler Zombie	AOA	AOA-083.png	AOA-083	Resonator	Zombie	[D][D]		400	400	Darkness	C	[D][D][D][1]: Put this card from your graveyard into the field. Play this ability only during your turn.	
Diabolos, Sealed God of Madness	AOA	AOA-084.png	AOA-084	Resonator	Demon	[D][D][3]		1200	1000	Darkness	SR	[Enter] => Choose a resonator at random, then destroy all other resonators. Pay 600 life: This card gains [Eternal] until end of turn.	
Graveyard Scavenger	AOA	AOA-090.png	AOA-090	Resonator	Beast	[D][D][2]		900	700	Darkness	C	[Enter] => Remove up to two target cards in your opponent's graveyard from the game. Then put [+100/+100] counters on this card equal to the number of cards removed this way.	
Harvesting Season	AOA	AOA-091.png	AOA-091	Chant/Rune(Divinity 3)		[D][1]				Darkness	U		
Lailah, Maiden of the Swamps	AOA	AOA-092.png	AOA-092	Resonator	Wizard	[D]		0	200	Darkness	R	When this card is put into a graveyard from the field => Search your magic stone deck for a card named "Darkness Magic Stone" and put it into the field. Then shuffle your magic stone deck.	
Laurier, Dark Corpse Sorceress	AOA	AOA-093.png	AOA-093	Resonator	Wizard	[D][D][1]		400	400	Darkness	R	[Enter] => Put two [100/100] darkness Skeleton resonator tokens into the field.	
Laurier's Experiment	AOA	AOA-094.png	AOA-094	Resonator	Zombie	[D][D]		600	600	Darkness	U	[Enter] => Remove two target resonators in your graveyard from the game. If you do, put two [+100/+100] counters on this card. Whenever this card attacks => You may remove target card in your opponent's graveyard from the game.	
Mana Transmuter	AOA	AOA-095.png	AOA-095	Resonator	Vampire	[Wa][2]		600	700	Water	C	Pay 300 life: Produce [L],[F],[Wa],[Wi], or [D]. Play this ability only once per turn.	
Oborozuki, Caller of Gods	AOA	AOA-096.png	AOA-096	Resonator	Vampire/Wanderer	[Wa][Wa][Wa][Wa]		1000	1000	Water	SR	[Enter] => Put two fresh blood counters on this card. If there are four or more runes revealed from your rune area, put four fresh blood counters on this card instead. Remove a fresh blood counter from this card: This card gains [Flying] and [Drain] until end of turn. [Rest], remove two fresh blood counters from this card: Destroy target J/resonator. This card gains [+1000/+1000] as long as you control ten or more magic stones.	
