Name	Set	ImageFile	SetID	type	Race	Cost	TCost	ATK	DEF	Attribute	Rarity	Cardtext	Script
Fiethsing	MSW	MSW-053J	MSW-053J	Ruler	Elf, Six Sages		0				JR	[Judgment] [Wi][Wi][1][Tag] (Six Sages) - You may start the game with this ruler and another ruler with [Tag] (Six Sages) that doesn't share a name with this card. Put both in your ruler area.	
Glinda, the Fairy	MSW	MSW-054	MSW-054	Resonator	Fairy Tale	[Wi][Wi]	4	            500	500        	Wind	N		
Little Red, Fairy Tale of Air // Wind of Gods	MSW	MSW-055	MSW-055	Resonator // Chant	Fairy Tale	[Wi][Wi]	4	            300	300        	Wind	R	Put target fire or darkness resonator on top of its owner's deck.	
Magic Beanstalk	MSW	MSW-056	MSW-056	Resonator	Fairy Tale	[Wi][1]	3	            0	1000        	Wind	N		
Magic Stone Bird	MSW	MSW-057	MSW-057	Resonator	Fairy Tale, Spirit	[Wi][2]	6	            700	800        	Wind	R	[Flying]	
Magic Stone Devotee	MSW	MSW-058	MSW-058	Resonator	Elf	[Wi]	4	            300	500        	Wind	N		
Scheherazade, Weaver of Fairy Tales	MSW	MSW-059	MSW-059	Resonator	Fairy Tale, Wanderer	[Wi][2]	6	            800	800        	Wind	SR	[Awakening] Rest a recovered J/ruler you control.	
The Awakening of Fiethsing	MSW	MSW-060	MSW-060	Chant	-	[Wi][X]	4			Wind	SR	Search your deck for a resonator with total cost X or less and put it into the field. If this card was awakened, search for two resonators with total cost X or less instead. Then shuffle your deck. [Awakening] Rest a recovered card named "Fiethsing" you control.	
The Hidden History - "The Magic Stone War"	MSW	MSW-061	MSW-061	Addition	-	[Wi]	4			Wind	N		
The Release of the Fairy Tales	MSW	MSW-062	MSW-062	Chant	-	[Wi][1]	3			Wind	N	Look at the top four cards of your deck. Reveal a card from among them and put it into your hand. If the revealed card is a Fairy Tale with total cost 3 or less, you may put it into the field instead. Then shuffle your deck.	
Trish, Spirit of Autumn Wind 	MSW	MSW-063	MSW-063	Resonator	Spirit	[Wi][Wi][1]	3	            800	800        	Wind	SR	[Quickcast] [Flying][Awakening] Rest a recovered wind J/ruler you control.	
Welser, Master of the Six Sages // His Last Lecture	MSW	MSW-064	MSW-064	Resonator // Chant	Human, Wizard	[Wi][Wi][Wi]	4	            600	600        	Wind	MR	[Quickcast][Quickcast]Recover a ruler you control. If it is a Six Sages, put this card's "Welser, Master of the Six Sages" part into the field instead of putting this card into its owner's graveyard.	
Wind Stone Shot	MSW	MSW-065	MSW-065	Chant	-	[Wi][1]	3			Wind	N	[Quickcast]Choose one, if this card was awakened, choose up to two instead;[Awakening] Rest a recovered J/ruler you control.	
A Duet of Darkness	MSW	MSW-066	MSW-066	Chant	-	[D][D]	3			Darkness	N	Choose one, you may choose an additional one for each recovered J/ruler you control;	
A World Invaded	MSW	MSW-067	MSW-067	Chant	-	[D][2]	6			Darkness	N	Destroy all non-Cthulhu resonators with total cost 3 or less.	
Abdul Alhazred, Poet of Madness // Dark Pulse	MSW	MSW-068	MSW-068	Resonator // Chant	Wizard	[D][D][D][D][2]	6	            600	600        	Darkness	R	[Quickcast]Destroy all resonators with total cost 2 or less.	
Assault from the Demonic World	MSW	MSW-069	MSW-069	Chant	-	[D]	3			Darkness	N	[Quickcast]Target J/resonator gains [-600/-600] until end of turn.[Revenge] - Destroy the chosen target instead.	
Awakening of the Magic Stones	MSW	MSW-070	MSW-070	Chant	-	[D]	3			Darkness	N	[Quickcast]Remove any number of magic stones you control and/or in your graveyard from the game. Produce [D] for each magic stone removed this way.	
Darksphere, Spirit of Dark Night	MSW	MSW-071	MSW-071	Resonator	Spirit	[D][2]	6	            500	1000        	Darkness	SR	[Flying] [Bane][Awakening] Rest a recovered darkness J/ruler you control.	
Extraction Wizard	MSW	MSW-072	MSW-072	Resonator	Elf, Wizard	[D]	3	            400	400        	Darkness	R		
Grusbalesta	MSW	MSW-073	MSW-073	Ruler	Human, Six Sages		0				RR	[Judgment] [D][D][1][Tag] (Six Sages) - You may start the game with this ruler and another ruler with [Tag] (Six Sages) that doesn't share a name with this card. Put both in your ruler area.	
Grusbalesta	MSW	MSW-073J	MSW-073J	Ruler	Human, Six Sages		0				JR	[Judgment] [D][D][1][Tag] (Six Sages) - You may start the game with this ruler and another ruler with [Tag] (Six Sages) that doesn't share a name with this card. Put both in your ruler area.	
Lilias Petal // Awakening of the Nine-Tailed Fox	MSW	MSW-074	MSW-074	Resonator // Chant	Human	[D][D][D][D]	3	            400	400        	Darkness	MR	[Quickcast][Quickcast]This card deals 900 damage to each J/resonator. If you control three or more magic stones with different names, put this card's "Lilias Petal" part into the field instead of putting this card into its owner's graveyard.	
One-Tailed Fox	MSW	MSW-075	MSW-075	Resonator	Beast	[D]	3	            300	400        	Darkness	N	[Drain]	
Secluded Fox Village	MSW	MSW-076	MSW-076	Addition	-	[D]	3			Darkness	R		
Sparkling Boon of the Magic Stones	MSW	MSW-077	MSW-077	Chant	-	[D][2]	6			Darkness	N	Banish any number of magic stones. Draw X cards, then put the top X cards of your magic stone deck into the field rested, where X is the number of magic stones banished this way.	
Spirit of Regret	MSW	MSW-078	MSW-078	Resonator	Spirit	[D][1]	3	            600	600        	Darkness	N		
Student at the Institute	MSW	MSW-079	MSW-079	Resonator	Wizard	[D][4]	12	            800	800        	Darkness	N		
The Awakening of Grusbalesta	MSW	MSW-080	MSW-080	Chant	-	[D][6]	3			Darkness	SR	[Quickcast]You may pay [2] less to play this card for each different name among all magic stones you control.Magic stones you control become [1000/1000] resonators until end of turn. They are still magic stones. If this card was awakened, they gain [Swiftness], [Eternal] and [Barrier] until end of turn.[Awakening] Rest a recovered card named "Grusbalesta" you control.	
The Transformed	MSW	MSW-081	MSW-081	Resonator	Human, Cthulhu	[D]	3	            100	100        	Darkness	N		
Ultra Magic Stone Golem	MSW	MSW-082	MSW-082	Resonator	Golem	[D][8]	3	            2000	2000        	Darkness	SR	[Precision] [Pierce]	
A Sacrifice of Words and Memories	MSW	MSW-083	MSW-083	Chant	-	[F][Wa][1]	3			Fire	R	You may pay [F] less to play this card if you control a card named "Milest".You may pay [D] less to play this card if you control a card named "Moojdart".Search your deck for a fire Spirit and/or a water Spirit, reveal them and put the first into your hand and the second into your graveyard. Then shuffle your deck. Recover a ruler you control.	
Azathoth, Manifestation of Death	MSW	MSW-084	MSW-084	Resonator	Cthulhu	[Wa][D]	7	            100	700        	Water	SR	[Bane][Awakening] [D][D]	
Deeper Ones	MSW	MSW-085	MSW-085	Resonator	Cthulhu	[Wa][D]	7	            400	600        	Water	R	[Pierce]	
Hastur, Messenger of Madness	MSW	MSW-086	MSW-086	Resonator	Cthulhu	[F][Wa]	7	            600	700        	Fire	R	[Quickcast][Awakening] [D][F]	
Magic Stone Research Institute	MSW	MSW-087	MSW-087	Addition	-	[Wi][D]	7			Wind	R		
Minphia, Storytelling Girl	MSW	MSW-088	MSW-088	Resonator	Spirit, Fairy Tale, Human	[L][Wa]	7	            400	700        	Light	R		
Necronomicon, Book of Outer World	MSW	MSW-089	MSW-089	Addition	-	[F][Wa][D]	10			Fire	R		
Nyarlathotep, Bringer of War	MSW	MSW-090	MSW-090	Resonator	Cthulhu	[F][D]	6	            800	400        	Fire	SR	[Precision][Awakening][F][D]: [Enter] >>> Destroy up to two target J/resonators your opponent controls. Players cannot chase to this ability.	
Satan's Phantasmal Body // Flame of Outer World	MSW	MSW-091	MSW-091	Resonator // Chant	God, Illusion	[F][F][D][D]	6	            600	600        	Fire	R	[Quickcast]This card deals 800 damage to target J/resonator. Players cannot chase to this card.	
Shub-Niggurath, Gatekeeper of Outer World	MSW	MSW-092	MSW-092	Resonator	Cthulhu	[F][D]	6	            400	400        	Fire	R	Darkness chants you control gain [Drain].[Awakening] [F]	
Spirits of Fire and Water	MSW	MSW-093	MSW-093	Resonator	Spirit	[F][Wa]	7	            600	600        	Fire	N		
Symphony of the Two Great Dragons	MSW	MSW-094	MSW-094	Chant	-	[L][L][Wa][Wa]	7			Light	R	Return all non-magic stone, non-J-ruler entities to their owners' hand. If this card was awakened, you may put a Spirit and/or a Fairy Tale from your hand into the field.[Awakening] Rest a recovered J/ruler you control.	
The Magic of Trust and Love	MSW	MSW-095	MSW-095	Chant	-	[F][Wa]	7			Fire	N	[Quickcast]You may rest a recovered card named "Milest" or "Moojdart" you control rather than pay this card's cost.Choose one, if you control a card named "Milest" and a card named "Moojdart", choose both instead;	
Umr at-Tawil, Keymaster of Outer World	MSW	MSW-096	MSW-096	Resonator	Cthulhu	[F][Wa][D]	10	            800	800        	Fire	R	[Awakening] [F][D][D]: [Enter] >>> Put target resonator from your opponent's graveyard into the field under your control.	
Wolfgang, Exiled Demon Prince	MSW	MSW-097	MSW-097	Ruler	Demonic		0				RR		
Wolfgang's Apocalypse	MSW	MSW-098	MSW-098	Chant	-	[Wa][D]	7			Water	R	[Quickcast]Your opponent banishes a resonator. Put the top X cards of your deck into your graveyard, where X is the total cost of the resonator banished this way.If this card was awakened, you may play up to two Cthulhu from your graveyard without paying their cost until end of turn. If you do, at the next end of turn >>> Their controller banishes them.[Awakening] [F][D]	
Yog-Sothoth, True Hunger	MSW	MSW-099	MSW-099	Resonator	Cthulhu	[F][Wa]	7	            0	1000        	Fire	SR	[Awakening] [D][F]	
Moonbreeze's Memoria	MSW	MSW-100	MSW-100	Special Magic Stone	-		0				N		
The Magic Stone of the Demonic World	MSW	MSW-101	MSW-101	Special Magic Stone	-		0				R	[Rest]: Produce [D].[Rest]: Produce [F] or [D]. Spend this will only to play cards with multiple attributes and no other attributes than [F], [D] or [D].	
The Magic Stone of the Six Sages	MSW	MSW-102	MSW-102	Special Magic Stone	-		0				R	[Rest]: Produce [1].[Rest]: Produce one will of any attribute. Play this ability only if you control a recovered J/ruler.	
Abel, Top Two of the Light Palace	ROL	ROL-001	ROL-001	Resonator	Human	[L]	3	            400	400        	Light	R	[Eternal]	
Eldorado Pearlshine	ROL	ROL-002	ROL-002	Resonator	Panda	[L][L][L][1]	3	            1300	1300        	Light	R		
Grimm and Pandora	ROL	ROL-003	ROL-003	Resonator	Human	[L][L]	3	            600	600        	Light	SR		
Lars, Sacred King	ROL	ROL-004	ROL-004	Resonator	Human	[L][1]	3	            500	1000        	Light	SR	[Quickcast]	
Cain, Top Two of the Light Palace	ROL	ROL-006	ROL-006	Resonator	Human	[F]	3	            400	400        	Fire	R	[Swiftness]	
Kirik's Training Grounds	ROL	ROL-007	ROL-007	Addition	-	[F]	3			Fire	R		
Shakti, Mercenary Queen	ROL	ROL-009	ROL-009	Resonator	Human	[F][F][F]	3	            1000	1000        	Fire	SR	[Swiftness] [Precision] [First Strike]	
Sylvia Lilias	ROL	ROL-010	ROL-010	Resonator	Dragonoid	[F][F]	3	            700	700        	Fire	SR	[Swiftness]	
Flute, Shion's Attendant	ROL	ROL-011	ROL-011	Resonator	Dragonoid	[Wa]	4	            400	400        	Water	R	[Quickcast]	
Lunya, Master Guide	ROL	ROL-012	ROL-012	Resonator	Human	[Wa]	4	            400	400        	Water	SR		
Selesta's Tremendous Treasure Trove	ROL	ROL-014	ROL-014	Chant	Treasure	[Wa]	4			Water	R	[Quickcast]Draw a card. Shuffle this card into its owner's deck as it resolves.	
Valentina, Owner of the Theater	ROL	ROL-015	ROL-015	Resonator	Human	[Wa][Wa][Wa]	4	            600	1000        	Water	SR		
Faurecia, Lady in Attoractia	ROL	ROL-016	ROL-016	Resonator	Human	[Wi][Wi]	4	            600	700        	Wind	R	[Quickcast]	
Melfee, Traveling Sorceress	ROL	ROL-017	ROL-017	Resonator	Elf	[Wi][1]	3	            200	200        	Wind	R	[Quickcast]	
Rezzard, Attoractia's Leading Doctor	ROL	ROL-019	ROL-019	Resonator	Human	[Wi][2]	6	            900	900        	Wind	SR	[Quickcast]	
Yggdrasil, Top Tourist Destination	ROL	ROL-020	ROL-020	Addition	-	[Wi]	4			Wind	SR		
Abdul Alhazred, The Possessed	ROL	ROL-021	ROL-021	Resonator	Human, Cthulhu	[D]	3	            300	300        	Darkness	R		
Alvarez, True Demon Castle	ROL	ROL-022	ROL-022	Addition	-	[D]	3			Darkness	R		
Frayla, Dark Huntress	ROL	ROL-024	ROL-024	Resonator	Dark Elf	[D][D]	3	            700	700        	Darkness	SR	[Swiftness] [Bane]	
Ragnarok's Fiery Stone	ROL	ROL-025	ROL-025	Special Magic Stone	-		0				SR	[Rest]: Produce one will of any attribute.	
Lumia, Princess of Rebirth // Wings of Light and Darkness	ROL	ROL-005	ROL-005	Resonator	Human	[L]	3	            200	500        	Light	MR	[Quickcast][Quickcast]Remove target resonator with total cost 2 or less from the game.  If this card was awakened, put its "Lumia, Princess of Rebirth" part into the field instead of putting this card into its owner's graveyard.	
Mariabella, Sincere Engineer // Heart-to-Heart Talk	ROL	ROL-013	ROL-013	Resonator	Human	[Wa][1]	3	            500	500        	Water	MR	Draw a card, then remove this card from the game. This card gains "Each turn, you may pay [1] less to play the first activate ability of a ruler you control." as long as it is removed from the game. (If you control two rulers, only the first ability is affected, not the first of both.)	
Pricia, Seeker of Friends // Pricia's Big Show	ROL	ROL-018	ROL-018	Resonator	Wanderer	[Wi][1]	3	            700	700        	Wind	MR	[Quickcast] [Quickcast] Foresee 2. Put this card into its owner's hand as it resolves.	
Dracula, Reborn Vampire // The Jewel of Darkness	ROL	ROL-023	ROL-023	Resonator	Vampire	[D]	3	            400	400        	Darkness	MR	[Flying] [Barrier][L][Remnant]You may pay [1] less to play this card from your graveyard for each [+100/+100] counter on it.	
Magna // God's Breath	ROL	ROL-008	ROL-008	Resonator	Human, Hero	[F][F]	3	            700	700        	Fire	MR	[Quickcast]Put a counter with a name of your choice on a ruler or entity you control. Remove this card from the game.	
Charlotte, Future of the Sacred Spirit	ADW	ADW-001	ADW-001	Resonator	Human, Hero	[L]	3	            400	400        	Light	SR		
Charlotte's Light Transformation Magic	ADW	ADW-002	ADW-002	Chant	-	[L]	3			Light	R	[Quickcast] [Remnant]Target J/resonator loses all abilities and becomes a [600/600] until end of turn.	
Excalibur Genesis	ADW	ADW-003	ADW-003	Ruler	(This is no race.)		0				RR		
Excalibur Reincarnation	ADW	ADW-004	ADW-004	Chant	-	[L][1]	3			Light	N	[Quickcast]Remove target attacking resonator your opponent controls from the game. Put a guidance counter on target entity you control. 	
Excalibur Revolution	ADW	ADW-005	ADW-005	Chant	-	[L][L][X]	3			Light	SR	Choose one;	
Giant of the Sacred Spirit	ADW	ADW-006	ADW-006	Resonator	Hero	[L][L][L][L]	3	            2000	2000        	Light	N	[Barrier] [F] [Barrier] [D]	
Glowing Tree of Valhalla	ADW	ADW-007	ADW-007	Addition	-	[L]	3			Light	R		
Guidance	ADW	ADW-008	ADW-008	Chant	-	[L]	3			Light	N	[Quickcast]Put a guidance counter on target entity you control. Draw a card.	
Hero of Compassion	ADW	ADW-009	ADW-009	Resonator	Hero	[L][1]	3	            600	600        	Light	N		
Hero of Courage	ADW	ADW-010	ADW-010	Resonator	Hero	[L][L][1]	3	            800	800        	Light	N		
Hero of Might	ADW	ADW-011	ADW-011	Resonator	Hero	[L]	3	            400	400        	Light	N	[Pierce]	
Manifestation of the Sacred Spirit	ADW	ADW-012	ADW-012	Chant	-	[L]	3			Light	N	[Quickcast]Target J/resonator you control gains [+400/+400] and [Eternal] until end of turn. Put a guidance counter on it.	
Schr?dinger, White Cat	ADW	ADW-013	ADW-013	Resonator	Beast	[L]	3	            300	400        	Light	MR	[Quickcast]	
Schr?dinger's Call	ADW	ADW-014	ADW-014	Chant	-	[L]	3			Light	N	[Quickcast]Search your deck for a Hero, reveal it, and put it into your hand. Then shuffle your deck.	
White Garden	ADW	ADW-015	ADW-015	Chant	Atom	[L]	3			Light	N	[Quickcast]You gain 1000 life.	
Atomic Bahamut	ADW	ADW-016	ADW-016	Resonator	Dragon	[F][5]	15	            4000	4000        	Fire	MR		
Atomic Fairy	ADW	ADW-017	ADW-017	Resonator	Fairy	[F]	3	            300	300        	Fire	N	[Flying]	
Atomic Fusion	ADW	ADW-018	ADW-018	Chant	-	[F][F]	3			Fire	N	As an additional cost to play this card, discard X Atoms with different names.Draw two cards, then discard a card. If X is 1 or more, produce [F]. If X is 2 or more, put X [600/100] fire Spirit resonator tokens into the field. If X is 3 or more, J/resonators you control gain [+200/0] and [Swiftness] until end of turn.	
Atomic Reactor	ADW	ADW-019	ADW-019	Addition	-	[F]	3			Fire	N		
Atomic Turbulence	ADW	ADW-020	ADW-020	Chant	-	[F]	3			Fire	SR	[Quickcast]As an additional cost to play this card, discard X Atoms with different names.This card deals 500 damage to target player or J/resonator; if X is 1 or more, it deals 1000 damage instead. If X is 2 or more, this card deals 1000 damage to each J/resonator other than this card's target, and if the target isn't your opponent, this card deals 1000 damage to them. If X is 3 or more, your opponent cannot play spells until end of turn.	
Firestorm	ADW	ADW-021	ADW-021	Chant	-	[F][5]	15			Fire	N	[Quickcast]As you play this card, you may remove any number of Atoms in your graveyard from the game. You may pay [1] less to play this card for each card removed this way.This card deals X00 damage to target player or J/resonator, where X is 4 multiplied by the number of Atoms with different names in your removed area. 	
Gradius	ADW	ADW-022	ADW-022	Chant	Atom	[F]	3			Fire	N	[Quickcast]Target J/resonator loses all abilities until end of turn. Then this card deals 800 damage to it.When this card is discarded by the effect or as a cost of an ability of a card named "Violet, Atomic Automaton" you control >>> Target J/resonator loses all abilities until end of turn. Then this card deals 800 damage to it.	
Improved Burning Robot	ADW	ADW-023	ADW-023	Resonator	Machine	[F][F]	3	            300	300        	Fire	R	[Swiftness]	
Oil Demon	ADW	ADW-024	ADW-024	Resonator	Demon	[F][1]	3	            700	600        	Fire	N	[Swiftness]	
Oil Pond	ADW	ADW-025	ADW-025	Addition	Demonic World	[F]	3			Fire	N		
Shining Heart, Scorching Hero	ADW	ADW-026	ADW-026	Resonator	Hero	[F][1]	3	            700	600        	Fire	R		
The Mysteries of Milest	ADW	ADW-027	ADW-027	Chant	-	[F]	3			Fire	N	[Quickcast]This card deals 500 damage to target player or J/resonator. Put a knowledge counter on a J/ruler you control.[Seal](10)	
The Witch of Quenched Fire	ADW	ADW-028	ADW-028	Resonator	Witch	[F]	3	            400	400        	Fire	N	[Quickcast]	
Tiny Violet	ADW	ADW-029	ADW-029	Resonator	Machine	[F]	3	            300	400        	Fire	SR	[Flying]	
Violet, Atomic Automaton	ADW	ADW-030	ADW-030	Ruler	Machine		0				RR		
Bogus Meditation	ADW	ADW-031	ADW-031	Chant	-	[Wa]	4			Water	N	Choose one at random;	
Dolly, Olivia's Electric Dolphin	ADW	ADW-032	ADW-032	Resonator	Beast	[Wa]	4	            400	400        	Water	MR	[Barrier]	
Everfrost	ADW	ADW-033	ADW-033	Chant	Atom	[Wa]	4			Water	N	[Quickcast]Draw a card.	
Fish Drive	ADW	ADW-034	ADW-034	Chant	-	[Wa]	4			Water	R	Choose one at random;	
Fish of the Demonic World	ADW	ADW-035	ADW-035	Resonator	Fish	[Wa][Wa]	4	            1000	1000        	Water	N		
Hero of Water	ADW	ADW-036	ADW-036	Resonator	Hero	[Wa][1]	3	            600	700        	Water	N	[Quickcast]	
Improved Healing Robot	ADW	ADW-037	ADW-037	Resonator	Machine	[Wa]	4	            400	400        	Water	N		
Lightning Rod Mermaid	ADW	ADW-038	ADW-038	Resonator	Mermaid	[Wa]	4	            200	600        	Water	N		
Olivia, Thunder Empress	ADW	ADW-039	ADW-039	Ruler	Mermaid		0				RR	 If you would choose or target randomly, you may choose or target non-randomly instead. You can only perform the effect of one  ability per turn and only once per turn.	
Permafrost	ADW	ADW-040	ADW-040	Addition	Demonic World	[Wa]	4			Water	N		
Surging Lightning	ADW	ADW-041	ADW-041	Chant	-	[Wa]	4			Water	N	[Quickcast]Destroy a non-magic stone entity chosen at random.	
Tera Thunderfish	ADW	ADW-042	ADW-042	Resonator	Fish	[Wa][Wa][Wa]	4	            1000	1000        	Water	SR		
The Mysteries of Moojdart	ADW	ADW-043	ADW-043	Chant	-	[Wa]	4			Water	N	[Quickcast]Draw a card. Put a knowledge counter on a J/ruler you control.[Seal](10)	
The Thunder Empress's Strike	ADW	ADW-044	ADW-044	Chant	-	[Wa][Wa]	4			Water	SR	[Quickcast]Choose one at random;	
The Witch of Melting Ice	ADW	ADW-045	ADW-045	Resonator	Witch	[Wa]	4	            400	400        	Water	R	[Quickcast]	
Absorbing Knowledge	ADW	ADW-046	ADW-046	Chant	-	[Wi]	4			Wind	R	[Quickcast]Destroy target J-ruler you control. Draw two cards.	
Avenger of Amadeus	ADW	ADW-047	ADW-047	Resonator	Avatar	[Wi][Wi][Wi][Wi][Wi][5]	15	            10000	10000        	Wind	SR	[Pierce] [Eternal]	
Brad, Immortal Sage	ADW	ADW-048	ADW-048	Ruler	Human,Wizard		0				RR		
Eternal Wind	ADW	ADW-049	ADW-049	Chant	Atom	[Wi]	4			Wind	N	[Quickcast]Recover a magic stone you control.	
Eyes of the Avenger	ADW	ADW-050	ADW-050	Addition	-	[Wi]	4			Wind	N		
Guardian Dragon of the Kingdom	ADW	ADW-051	ADW-051	Resonator	Dragon	[Wi][1]	3	            300	300        	Wind	R	[Flying]	
Heart of the Avenger	ADW	ADW-052	ADW-052	Addition	-	[Wi]	4			Wind	N		
Hero of Wind	ADW	ADW-053	ADW-053	Resonator	Hero	[Wi][1]	3	            600	700        	Wind	N		
Limbs of the Avenger	ADW	ADW-054	ADW-054	Addition	-	[Wi]	4			Wind	N		
Number Four, Anti-Magic	ADW	ADW-055	ADW-055	Chant	-	[Wi][Wi][1]	3			Wind	N	[Quickcast]You may play this card without paying its cost if it targets a spell that was played from a graveyard.Remove target spell from the game. 	
Plains of Raging Winds	ADW	ADW-056	ADW-056	Addition	Demonic World	[Wi][1]	3			Wind	N		
Spark of Life	ADW	ADW-057	ADW-057	Chant	-	[Wi]	4			Wind	SR	[Quickcast]Destroy target J-ruler you control and target non-magic stone entity your opponent controls.	
Starving Beast	ADW	ADW-058	ADW-058	Resonator	Beast	[Wi]	4	            400	400        	Wind	N		
The Witch of Unblowing Wind	ADW	ADW-059	ADW-059	Resonator	Witch	[Wi]	4	            400	400        	Wind	N	[Quickcast]	
Witch with a Pointy Hat	ADW	ADW-060	ADW-060	Resonator	Witch	[Wi]	4	            400	400        	Wind	MR	[Quickcast]	
Bloodlord	ADW	ADW-061	ADW-061	Resonator	Demon	[D][D]	3	            700	700        	Darkness	R	[Flying] [Drain]	
Darklord	ADW	ADW-062	ADW-062	Resonator	Demon	[D][D]	3	            700	700        	Darkness	R	[Flying] [Bane]	
Fallen Angel of Terminus	ADW	ADW-063	ADW-063	Resonator	Fallen Angel	[D][D][D]	3	            1000	1000        	Darkness	MR	[Flying] [Drain] [Bane] [Barrier][L]	
Hero of Darkness	ADW	ADW-064	ADW-064	Resonator	Hero	[D]	3	            700	600        	Darkness	N		
Mapmaker of the Demonic World	ADW	ADW-065	ADW-065	Resonator	Human	[D]	3	            400	400        	Darkness	N		
Necronomicon Barrier	ADW	ADW-066	ADW-066	Chant	-	[D]	3			Darkness	SR	[Quickcast]Choose one;	
Residents of the Demonic World	ADW	ADW-067	ADW-067	Resonator	Human	[D]	3	            100	400        	Darkness	N	[Bane]	
Swamp of Sorrows	ADW	ADW-068	ADW-068	Addition	Demonic World	[D][2]	6			Darkness	N		
Temple of the Dead	ADW	ADW-069	ADW-069	Addition	Demonic World	[D]	3			Darkness	N		
The First Layer of the Demonic World	ADW	ADW-070	ADW-070	Addition	Demonic World	[D][D]	3			Darkness	N		
The Mysteries of Grusbalesta	ADW	ADW-071	ADW-071	Chant	-	[D]	3			Darkness	N	[Quickcast]Your opponent banishes a resonator. Put a knowledge counter on a J/ruler you control.[Seal](10)	
The Witch of the Fallen Kingdom	ADW	ADW-072	ADW-072	Resonator	Witch	[D]	3	            400	400        	Darkness	SR	[Quickcast]	
Void	ADW	ADW-073	ADW-073	Chant	Atom	[D]	3			Darkness	N	[Quickcast]Remove all cards in your opponent's graveyard from the game. 	
Wind of the Demonic World	ADW	ADW-074	ADW-074	Chant	-	[D][D][D]	3			Darkness	N	[Quickcast]You may pay [D] less to play this card for each Demonic World you control.Remove target resonator from the game. Draw a card.	
Wolfgang, Guide of the Demonic World	ADW	ADW-075	ADW-075	Ruler	Demonic		0				RR		
Aegis	ADW	ADW-076	ADW-076	Chant	Atom	[L][F]	6			Light	N	[Quickcast]Choose one;	
Amadeus, Fallen Kingdom	ADW	ADW-077	ADW-077	Addition	Demonic World	[L][D][D]	6			Light	SR		
Brave Force	ADW	ADW-078	ADW-078	Chant	Atom	[F][Wi]	7			Fire	R	[Quickcast]Target J/resonator gains [+600/0], [Swiftness] and [Barrier] until end of turn.	
Call from the Depths	ADW	ADW-079	ADW-079	Chant	-	[Wa][D]	7			Water	N	[Quickcast]Choose one at random;	
Dark Prominence	ADW	ADW-080	ADW-080	Chant	Atom	[F][D]	6			Fire	SR	[Quickcast]Destroy target J/resonator your opponent controls.	
Fallen Angel of Hatred	ADW	ADW-081	ADW-081	Resonator	Fallen Angel	[F][D]	6	            700	700        	Fire	R	[Flying]	
Fallen Angel of the Paradise	ADW	ADW-082	ADW-082	Resonator	Fallen Angel	[Wa][D]	7	            600	600        	Water	N	[Flying]	
Hero of the Sacred Spirit	ADW	ADW-083	ADW-083	Resonator	Hero	[L][F]	6	            700	700        	Light	N		
Lenneth, Heroic Goddess of Guidance	ADW	ADW-084	ADW-084	Resonator	Hero	[L][L][F]	6	            800	800        	Light	SR		
Lightning Passion	ADW	ADW-085	ADW-085	Chant	-	[F][Wa]	7			Fire	R	[Quickcast]Choose one at random;	
Magical Loveliness	ADW	ADW-086	ADW-086	Chant	Atom	[F][Wa]	7			Fire	N	[Quickcast]Rest target J/resonator. This card deals 400 damage to your opponent.	
Number Seven, Anti-Magic	ADW	ADW-087	ADW-087	Chant	-	[F][Wi]	7			Fire	N	[Quickcast]You may pay [F] less to play this card if it targets a J-ruler you control.Cancel target chant spell. This card deals 1000 damage to target J/resonator.	
Number Thirteen, Anti-Magic	ADW	ADW-088	ADW-088	Chant	-	[L][Wi]	7			Light	SR	[Quickcast]Cancel target spell.[Seal](4)[Seal](7)	
Pulsing Thunder	ADW	ADW-089	ADW-089	Chant	-	[L][Wa]	7			Light	SR	[Quickcast]Choose one at random;	
Scorching Mountain Trail	ADW	ADW-090	ADW-090	Addition	Demonic World	[F][D]	6			Fire	R		
Sparkle Fish	ADW	ADW-091	ADW-091	Resonator	Beast	[Wa][Wi]	8	            700	700        	Water	N	[Quickcast]	
The Forest of Darkness	ADW	ADW-092	ADW-092	Addition	Demonic World	[Wi][D]	7			Wind	N		
The Mysteries of Almerius	ADW	ADW-093	ADW-093	Chant	-	[L][Wa]	7			Light	N	[Quickcast]Put target non-magic stone card from your graveyard into your hand. Put a knowledge counter on a J/ruler you control.[Seal](10)	
The Mysteries of Zero	ADW	ADW-094	ADW-094	Chant	-	[L][Wi]	7			Light	R	[Quickcast]Destroy target non-magic stone entity with total cost 3 or less. Put a knowledge counter on a J/ruler you control.[Seal](10)	
The Paradise of Fallen Angels	ADW	ADW-095	ADW-095	Addition	Demonic World	[Wa][D]	7			Water	N		
Magic Stone of Atoms	ADW	ADW-096	ADW-096	Special Magic Stone	Atom		0				N	[Rest]: Produce [F].	
Magic Stone of Guidance	ADW	ADW-097	ADW-097	Special Magic Stone	-		0				N	[Rest]: Produce [L].	
Magic Stone of Knowledge	ADW	ADW-098	ADW-098	Special Magic Stone	-		0				N	[Rest]: Produce [Wi].	
Magic Stone of the Kingdom	ADW	ADW-099	ADW-099	Special Magic Stone	-		0				N	[Rest]: Produce [D].	
Magic Stone of Tides	ADW	ADW-100	ADW-100	Special Magic Stone	-		0				N	[Rest]: Produce [D].	
