Name	Set	ImageFile	SetID	type	Race	Cost	TCost	ATK	DEF	Attribute	Rarity	Cardtext	Script
Rushing Boar	AO2	AO2-029.png	AO2-029	Resonator	Beast	[Wi]		400	400	Wind	R	[Enter] => Put a friendship counter on your J/ruler. As long as there are three or more friendship counters on your J/ruler, this card gains [Precision].	
Secret Hot Spring of Sissei	AO2	AO2-030.png	AO2-030	Addition		[Wi]				Wind	SR	[Enter] => Put a friendship counter on your J/ruler. You may search your deck for a Four Sacred Beasts, reveal it and put it into your hand. Then shuffle your deck. [Rest]: If there are three or more friendship counters on your J/ruler, you may put a Four Sacred Beasts from your hand into the field.	
Sprout of Treasure Tree (Stranger)	AO2	AO2-032.png	AO2-032	Resonator (Stranger)	Spirit	[Wi]		0	100	Wind	SR	Discard a card, banish this card: Produce three wills of any one attribute.	
World Tree Spider	AO2	AO2-033.png	AO2-033	Resonator	Beast	[Wi][Wi][1]		800	800	Wind	R	If there are three or more friendship counters on your J/ruler, this card in your hand gains [Quickcast] and you may pay [1] less to play this card. [Enter] => Destroy target resonator with [Flying]. This card can block J/resonators with [Flying].	
Brutal Majin	AO2	AO2-034.png	AO2-034	Resonator	Demon	[D][3]		1000	1000	Darkness	R	If your opponent controls a J/resonator with ATK 0 or less, you may pay [3] less to pay this card. [Enter] => Destroy target resonator with ATK 0 or less.	
Laboratory of Forbidden Arts	AO2	AO2-036.png	AO2-036	Addition		[D]				Darkness	R	[Rest]: Destroy target resonator with ATK 0 or less. Put a forbidden arts counter on this card. [Rest], remove a forbidden arts counter from this card: Draw a card.	
Aura of the Sacred Sword	AO2	AO2-037.png	AO2-037	Chant	Sword Art	[L][Wa]				Light	SR		
Awakening of Ambition	AO2	AO2-038.png	AO2-038	Chant	Mage Art	[Wa][D]				Water	SR		
Burning Rush!	AO2	AO2-039.png	AO2-039	Chant	Sword Art	[F][Wi]				Fire	R		
Chronos, the Master of Labyrinth (Stranger)	AO2	AO2-040.png	AO2-040	Resonator (Stranger)	Myth	[Wa][Wa][D]		1000	1000	Water	SR	[Enter] and at the beginning of your turn => Choose one that was not chosen in this game - Your opponent cannot play resonators until the end of their turn; or your opponent cannot play chants until the end of their turn; or your opponent cannot play additions until the end of their turn; or your opponent cannot play regalia until the end of their turn.	
Communication Robot	AO2	AO2-041.png	AO2-041	Resonator	Machine	[Wa][Wi]		600	600	Water	N	[Rest], banish two Machines: Choose a card from your Stranger deck at random and put it into your hand.	
Elemental of the Demon Sword	AO2	AO2-042.png	AO2-042	Resonator	Elemental	[F][F][D]		1200	100	Fire	R	At the end of your turn => Banish this card. When this card is put into a graveyard from the field => Choose a card from your Stranger deck at random and put it into your hand. Rest a recovered card named "Laevateinn" you control: Put this card from your graveyard into the field. If it would leave the field, remove it from the game instead.	
Forbidden Summoning	AO2	AO2-043.png	AO2-043	Chant	Mage Art	[Wa][Wa][D]				Water	SR		
Forest Bear	AO2	AO2-044.png	AO2-044	Resonator	Beast	[F][Wi]		600	600	Fire	R	[Enter] => This card may deal damage equal to its ATK to target attacking or blocking J/resonator. This ability triggers only if there are three or more friendship counters on your J/ruler.	
Huanglong	AO2	AO2-045.png	AO2-045	Resonator	God/Beast	[F][Wi]		500	500	Fire	SR	This card gains [+200/+200] for each Four Sacred Beasts you control. [Enter] => Reveal cards from the top of your deck until you reveal a Four Sacred Beasts resonator that doesn't share a name with resonators you control. Put that card into the field and shuffle the rest into your deck. As long as you control four or more Four Sacred Beasts with different names, this card and Four Sacred Beasts you control gain [Swiftness], [Flying], and [Barrier].	
Mariabella	AO2	AO2-046.png	AO2-046	Resonator	Human/Machine	[Wa][Wi]		600	600	Water	SR	[Enter] => Search your deck for a Machine, reveal it, and put it into your hand. Then shuffle your deck. [D], discard this card: Search your deck for a card named "Marybell Type Zero", reveal it, and put it into your hand. Then shuffle your deck. Remove this card in your graveyard from the game: Put a soul counter on a “Marybell Type Zero” you control.	
Mariabella's Recycling Robot	AO2	AO2-047.png	AO2-047	Resonator	Machine	[Wa][Wa][Wi]		800	800	Water	SR	[Enter] => Draw two cards, then discard two cards. Put a [200/200] water Machine resonator token into the field for each Machine discarded this way. If this card was awakened, draw two cards.	
Marybell Type Zero	AO2	AO2-048.png	AO2-048	Regalia	Machine	[Wa][Wi]				Water	SR	Your J-ruler gains [Barrier]. [Rest]: Produce two wills in any combination of [D] and/or [Wi]. Spend this will only to play God's Art abilities, (Strangers), or Sword Arts. [0]: This card becomes a [1000/1000] resonator until end of turn. Play this ability only if there is a soul counter on this card.	
Nameless Knight	AO2	AO2-049.png	AO2-049	Resonator	Knight of the Round Table	[L][Wa]		600	600	Light	R	[Enter] => Remove target darkness resonator from the game. Your opponent pays [2] more to play activate abilities of resonators they control. Whenever a (Stranger) enters the field under your control => You may pay [L]. If you do, put this card from your graveyard into your hand.	
Royal Palace Guardian Mage, Freya (Stranger)	AO2	AO2-050.png	AO2-050	Resonator (Stranger)	Wizard	[Wa][Wi]		700	700	Water	SR	[Enter] => You may change all targets of target spell or ability that has one or more targets.	
Sniper Robot	AO2	AO2-051.png	AO2-051	Resonator	Machine	[Wa][Wi]		600	600	Water	R	[Enter] => You may rest X recovered Machine resonators you control, where X is the total cost of target resonator. If you do, destroy it.	
Super Beast Burning Rush!	AO2	AO2-052.png	AO2-052	Chant	Sword Art	[F][F][Wi][Wi]				Fire	SR		
The Determination of the Machine Lord	AO2	AO2-053.png	AO2-053	Chant	Sword Art	[Wa][Wi]				Water	SR		
The Tune-up of Marybell	AO2	AO2-054.png	AO2-054	Chant	Sword Art	[Wa][Wi]				Water	R		
Wanderer in the Nightmare Land	AO2	AO2-055.png	AO2-055	Resonator	Wanderer	[Wa][D][D]		800	800	Water	SR	[Enter] => Choose a number. Your opponent banishes a resonator with total cost equal to that number. If this card was awakened, your opponent banishes all resonators with total cost equal to that number instead and you choose a card from your Stranger deck at random and put it into your hand.	
Healing Gimmick (Stranger)	AO2	AO2-057.png	AO2-057	Resonator (Stranger)	Machine	[0]		200	600		R	Banish this card: You gain 1000 life. Draw a card. [D][Wi], remove a Machine in your graveyard from the game: Put this card from your graveyard into your hand. Play this ability only if your J/ruler is "Machina".	
The Betrayer Returns	AO2	AO2-019.png	AO2-019	Chant	Mage Art	[Wa]				Water	R		
Twin Robots	AO2	AO2-020.png	AO2-020	Resonator	Machine	[Wa]		200	200	Water	N	[Enter] => Put a [200/200] water Machine resonator token into the field.	
Ultimate Shield	AO2	AO2-021.png	AO2-021	Addition	Machine	[Wa]				Water	R	Cards named "Marybell Type Zero" you control gain [Barrier]. [Rest]: Target J/resonator you control gains [0/+400] until end of turn. [Rest]: Prevent all damage that would be dealt to target Machine resonator until end of turn. Play this ability only if you control "Marybell Type Zero".	
Underwater Robot	AO2	AO2-022.png	AO2-022	Resonator	Machine	[Wa][Wa]		700	700	Water	N	Rest two recovered Machines you control: Rest target J/resonator. As long as you control five or more Machines, this card gains [Barrier].	
Barust, the Machine God of Conflagration (Stranger)	SDAO2	SDAO2-001.png	SDAO2-001	Resonator (Stranger)	Demon	[F][F]		800	800	Fire		Resonators you control gain [+200/0] while attacking.	
Blue Wizard (Stranger)	SDAO2	SDAO2-002.png	SDAO2-002	Resonator (Stranger)	Wizard	[Wa]		600	600	Water		[Enter] => Cancel target automatic ability of a resonator.	
Charm of the Princess	SDAO2	SDAO2-003.png	SDAO2-003	Chant		[Wa][Wa][X]				Water			
Cinderella, the Valkyrie of Glass	SDAO2	SDAO2-004.png	SDAO2-004	Resonator	Fairy Tale	[Wa][Wa]		200	800	Water		When this card enters your field => Put a glass counter on it. This card gains [+600/0] as long as it has a glass counter on it. Whenever this card deals damage => Remove a glass counter from it. [Wa][Wa]: Return this card to its owner's hand.	
Perceval, the Charmed Knight	SDAO2	SDAO2-005.png	SDAO2-005	Resonator	Knight of the Round Table	[Wa]		200	200	Water		[Enter] => Look at the top five cards of your deck. Reveal a regalia or chant from among them and put it into your hand. Put the rest on the bottom of your deck in any order. Banish this card: Foresee 1.	
Triton, the Prince of Ocean (Stranger)	SDAO2	SDAO2-006.png	SDAO2-006	Resonator (Stranger)	God	[Wa][Wa]		800	800	Water		Other water J/resonators you control gain [+200/+200].	
Valentina's Zealot	SDAO2	SDAO2-007.png	SDAO2-007	Resonator	Soldier	[Wa]		100	500	Water		Banish this card: Your J-ruler cannot be targeted by chants or abilities until end of turn.	
Afanc, the Phantom Beast	SDAO2	SDAO2-008.png	SDAO2-008	Resonator	Beast	[Wi][1]		600	600	Wind		When this card enters your field => Target resonator gains [+200/+200] until end of turn.	
Deep Green Magician, Liz (Stranger)	SDAO2	SDAO2-009.png	SDAO2-009	Resonator (Stranger)	Elf	[Wi][Wi]		700	800	Wind		[Enter] => Cancel target chant spell.	
Friendly Seeking Mole	SDAO2	SDAO2-010.png	SDAO2-010	Resonator	Beast	[Wi]		300	300	Wind		[Enter] => Put a friendship counter on your J/ruler. Then, if there are three or more friendship counters on your J/ruler, search your deck for a wind regalia, reveal it, and put it into your hand. Then shuffle your deck.	
Green Wizard (Stranger)	SDAO2	SDAO2-011.png	SDAO2-011	Resonator (Stranger)	Wizard	[Wi]		600	600	Wind		[Enter] => Choose a race. J/resonators you control of the chosen race gain [Barrier]. [Wi]: Target J/resonator gains [+200/+200] until end of turn.	
Herald of the Beast Lady	SDAO2	SDAO2-012.png	SDAO2-012	Resonator	Beast	[Wi]		400	400	Wind			
Pricia's Encouragement	SDAO2	SDAO2-013.png	SDAO2-013	Chant	Sword Art	[Wi]				Wind			
Rapid Growth	SDAO2	SDAO2-014.png	SDAO2-014	Chant		[Wi]				Wind			
Sprinting Wolf	SDAO2	SDAO2-015.png	SDAO2-015	Resonator	Beast	[Wi][Wi]		600	500	Wind			
Yggnitsvay, the Guardian of Green Branch (Stranger)	SDAO2	SDAO2-016.png	SDAO2-016	Resonator (Stranger)	Spirit	[Wi][Wi]		700	800	Wind		[Enter] => Recover target J/resonator.	
Loki, the Ancient Demon Lord (Stranger)	SDAO2	SDAO2-017.png	SDAO2-017	Resonator (Stranger)	God	[D][D][D][7]		1200	1200	Darkness		You may pay [1] less to play this card for each resonator in the field. [Enter] => Remove all other resonators from the game.	
Awakening of the Beast Queen	SDAO2	SDAO2-018.png	SDAO2-018	Chant	Sword Art	[F][Wi][Wi]				Fire			
Claw of the Sacred Beast	SDAO2	SDAO2-019.png	SDAO2-019	Regalia		[F][Wi]				Fire		Beast and Four Sacred Beasts resonators you control gain [+100/+100] for each friendship counter on your J/ruler. [Rest]: Produce two wills in any combination of [F] and/or [Wi]. Spend this will only to play God's Art abilities, (Strangers), or Sword Arts.	
El Chif?n, the Pet Dragon of the Lord of the Seas	SDAO2	SDAO2-020.png	SDAO2-020	Resonator	Dragon	[Wa][Wa][D][3]		1000	1000	Water		You may pay [1] less to play this card for each chant in your graveyard. [Enter] => Destroy all resonators with total cost 1 or less your opponent controls.	
Eureka, the Puppet Lord of the Seas	SDAO2	SDAO2-021.png	SDAO2-021	Resonator	King	[Wa][Wa][D]		900	900	Water		If you control a J-ruler, this card in your hand gains [Quickcast] and you may pay [D] less to play this card. [Enter] => Rest target resonator or regalia your opponent controls. It doesn't recover during the recovery phase as long as this card is in the field. As long as you control "El Chif?n, the Pet Dragon of the Lord of the Seas", this card gains [Flying] and [Barrier].	
Freya, the Goddess of Full Moon (Stranger)	SDAO2	SDAO2-022.png	SDAO2-022	Resonator (Stranger)	Goddess	[Wa][D]		700	700	Water		[Enter] => Destroy target resonator with total cost 3 or less. You gain life equal to its DEF.	
Guardian of Outland (Stranger)	SDAO2	SDAO2-023.png	SDAO2-023	Resonator (Stranger)	Treeman	[F][Wi][Wi]		0	2000	Fire		[Enter] => Put the top card of your magic stone deck into the field rested. At the beginning of your turn => This card's ATK becomes equal to its DEF until end of turn.	
Lovers' Lock	SDAO2	SDAO2-024.png	SDAO2-024	Regalia		[Wa][D]				Water		[Rest]: Produce two wills in any combination of [D] and/or [D]. Spend this will only to play God's Art abilities, (Strangers), or Mage Arts.	
Magna's Guardian Beast	SDAO2	SDAO2-025.png	SDAO2-025	Resonator	Beast	[F][Wi][Wi]		600	600	Fire		[Enter] => You may search your deck for up to two resonators with total cost 1, and put them into the field. Then shuffle your deck.	
Masked Prince	SDAO2	SDAO2-026.png	SDAO2-026	Resonator	Human	[Wa][D]		600	600	Water		[Enter] => Search your deck for a card named "Cinderella, the Valkyrie of Glass" and put it into the field. Then shuffle your deck. If you control "Cinderella, the Valkyrie of Glass", you may instead choose a card from your Stranger deck at random and put it into your hand. [Rest]: Put a glass counter on a "Cinderella, the Valkyrie of Glass" you control.	
Morrigan, the Goddess of Tragic Love (Stranger)	SDAO2	SDAO2-027.png	SDAO2-027	Resonator (Stranger)	Goddess	[Wa][Wa][D]		900	1000	Water		[Enter] => Look at your opponent's hand. Choose a card. They remove that card from the game.	
Pricia	SDAO2	SDAO2-028.png	SDAO2-028	Ruler	Little Girl						RR	Whenever a wind regalia enters the field under your control => Choose one, if the regalia is "Claw of the Sacred Beast", choose up to two instead - Choose a card from your Stranger deck at random and put it into your hand; or put a [600/600] wind Beast resonator token into the field; or put two friendship counters on this card; or you may pay [0] to do judgment until end of turn.	
Space-Time Anomaly	SDAO2	SDAO2-029.png	SDAO2-029	Chant		[Wa][D]				Water			
The Princess of Love Takes Control	SDAO2	SDAO2-030.png	SDAO2-030	Chant	Mage Art	[Wa][Wa][D]				Water			
Valentina	SDAO2	SDAO2-031.png	SDAO2-031	Ruler	Wizard						RR	Whenever a water regalia enters the field under your control => Choose one, if the regalia is "Lovers' Lock", choose up to two instead - Choose a card from your Stranger deck at random and put it into your hand; or return target resonator to its owner's hand; or target resonator's ATK becomes 0 until end of turn; or you may pay [0] to do judgment until end of turn.	
World Tree Fox	SDAO2	SDAO2-032.png	SDAO2-032	Resonator	Beast	[F][Wi]		600	600	Fire		[Enter] => Put a friendship counter on your J/ruler. Then, if there are three or more friendship counters on your J/ruler, choose a card from your Stranger deck at random and put it into your hand.	
Attoractia’s Memoria	SDAO2	SDAO2-033.png	SDAO2-033	Special Magic Stone									
Magic Stone of Blasting Waves	SDAO2	SDAO2-034.png	SDAO2-034	Special Magic Stone								Treat this card as a wind magic stone and fire magic stone. [rest]: Produce [Wi] or [F].	
Magic Stone of Dark Depth	SDAO2	SDAO2-035.png	SDAO2-035	Special Magic Stone								Treat this card as a darkness magic stone and water magic stone. [rest]: Produce [D] or [Wa].	
Water Magic Stone	SDAO2	SDAO2-036.png	SDAO2-036	Basic Magic Stone								[rest]: Produce [Wa].	
Wind Magic Stone	SDAO2	SDAO2-037.png	SDAO2-037	Basic Magic Stone								[rest]: Produce [Wi].	
Aramaki	GITS2045SD	GITS2045SD-001.png	GITS2045SD-001	Ruler	Human						RR	[Rest]: Remove target card in a graveyard from the game. You may pay [1] less to play cards not from your hand. When you play a card this way, draw a card.	
Batou & Kusanagi Motoko	GITS2045SD	GITS2045SD-002.png	GITS2045SD-002	Resonator	Human/Machine	[5]		1200	1000			[Dive][1]: Target resonator gains [Swiftness] until end of turn. (Pay [1] and reveal this card from your hand to play this ability. Then remove this card from the game and put a cyberbrain counter on it. You may play this card from your removed area as long as there is a cyberbrain counter on it.) [Enter] => Destroy target resonator with total cost 4 or less.	
Batou, the Motoko's Buddy	GITS2045SD	GITS2045SD-003.png	GITS2045SD-003	Resonator	Human/Machine	[3]		1000	1000			[Dive][1]: Search your deck for a card with "Kusanagi Motoko" in its name, reveal it, and put it into your hand. Then shuffle your deck. (Pay [1] and reveal this card from your hand to play this ability. Then remove this card from the game and put a cyberbrain counter on it. You may play this card from your removed area as long as there is a cyberbrain counter on it.) This card cannot attack unless you control a card with "Kusanagi Motoko" in its name.	
Bombarding	GITS2045SD	GITS2045SD-004.png	GITS2045SD-004	Chant		[4]							
Ishikawa, the Competent Supporter	GITS2045SD	GITS2045SD-005.png	GITS2045SD-005	Resonator	Human/Machine	[2]		600	400			Whenever you play an activate ability with [Dive] => Copy it. You may choose new targets for the copy.	
Kusanagi Motoko, in Bodysuit	GITS2045SD	GITS2045SD-006.png	GITS2045SD-006	Resonator	Human/Machine	[4]		800	800			[Dive][2]: Return target resonator to its owner's hand. (Pay [2] and reveal this card from your hand to play this ability. Then remove this card from the game and put a cyberbrain counter on it. You may play this card from your removed area as long as there is a cyberbrain counter on it.) This card cannot be blocked.	
Kusanagi Motoko, in Relax	GITS2045SD	GITS2045SD-007.png	GITS2045SD-007	Resonator	Human/Machine	[1]		400	400				
Optical Camouflage	GITS2045SD	GITS2045SD-008.png	GITS2045SD-008	Chant		[1]						[Quickcast]	
Purin Esaki, the Elite	GITS2045SD	GITS2045SD-009.png	GITS2045SD-009	Resonator	Human	[1]		0	700			[Rest]: Remove a card in your hand from the game with a cyberbrain counter on it.	
Stan, a Former Army Infantry	GITS2045SD	GITS2045SD-010.png	GITS2045SD-010	Resonator	Human/Machine	[2]		600	500			[Dive][1]: Target resonator gains [+400/+400] until end of turn. (Pay [1] and reveal this card from your hand to play this ability. Then remove this card from the game and put a cyberbrain counter on it. You may play this card from your removed area as long as there is a cyberbrain counter on it.)	
Tachikoma C	GITS2045SD	GITS2045SD-011.png	GITS2045SD-011	Resonator	Machine	[3]		600	600			[Enter] => This card deals 600 damage to target resonator.	
Beverly Hills	GITS2045SD	GITS2045SD-012.png	GITS2045SD-012	Special Magic Stone									
Gated Town	GITS2045SD	GITS2045SD-013.png	GITS2045SD-013	Special Magic Stone									
Palm Springs	GITS2045SD	GITS2045SD-014.png	GITS2045SD-014	Special Magic Stone									
Acrobatic Shot	GITS2045	GITS2045-001.png	GITS2045-001	Chant		[3]					N		
Ada Byron	GITS2045	GITS2045-002.png	GITS2045-002	Resonator	Human	[3]		400	600		N	[Enter] => Put a Machine from your graveyard into your hand.	
Android Harlot	GITS2045	GITS2045-003.png	GITS2045-003	Resonator	Human/Machine	[1]		0	300		N	Banish this card: Draw a card. Then discard a card.	
Aramaki & Togusa	GITS2045	GITS2045-004.png	GITS2045-004	Resonator	Human	[3]		200	600		SR	[Dive][2]: Your opponent banishes a resonator. [Enter] => Draw two cards.	
Aramaki, An Executive of the Public Security	GITS2045	GITS2045-005.png	GITS2045-005	Resonator	Human	[5]		600	800		R	[Enter] => Draw two cards.	
Armed Suit	GITS2045	GITS2045-006.png	GITS2045-006	Addition		[4]					R	Resonators you control gain [+400/+400].	
Armored Car	GITS2045	GITS2045-007.png	GITS2045-007	Resonator	Machine	[6]		1500	1500		N		
Batou	GITS2045	GITS2045-008.png	GITS2045-008	Resonator	Human/Machine	[4]		1000	1000		SR	[Dive][4]: Target resonator gains [+1500/+1500] until end of turn.	
Batou & Ishikawa	GITS2045	GITS2045-009.png	GITS2045-009	Resonator	Human/Machine	[6]		1200	1200		N	This card cannot be attacked.	
Batou & Motoko	GITS2045	GITS2045-010.png	GITS2045-010	Resonator	Human/Machine	[6]		1200	1000		SR	When this card is put into a graveyard from the field => Search for a card with "Batou" or "Motoko" in its name but not "Batou & Motoko", and put it into the field. Then shuffle your deck.	
Batou & Saito	GITS2045	GITS2045-011.png	GITS2045-011	Resonator	Human/Machine	[4]		800	800		SR	[Dive][3]: Destroy target resonator with total cost 4 or more. [Enter] => Destroy target resonator with total cost 3 or less.	
Batou & Stan	GITS2045	GITS2045-012.png	GITS2045-012	Resonator	Human/Machine	[5]		1000	1000		SR	[Dive][5]: Target player discards 2 cards from their hand. Play this ability only during main timing. (Main timing is anytime you can play a non-[Quickcast] card.) [Enter] => Destroy target resonator.	
Batou & Togusa	GITS2045	GITS2045-013.png	GITS2045-013	Resonator	Human/Machine	[4]		700	700		SR	[Dive][1]: Draw a card. [Enter] => Return target resonator to its owner's hand.	
Batou, a Mercenary Crew	GITS2045	GITS2045-014.png	GITS2045-014	Resonator	Human/Machine	[6]		2000	1500		N		
Batou, the Ranger	GITS2045	GITS2045-015.png	GITS2045-015	Resonator	Human/Machine	[5]		1200	1000		R	This card cannot be cancelled.	
Blackhawk	GITS2045	GITS2045-016.png	GITS2045-016	Resonator	Machine	[6]		1300	1300		N	Whenever this card attacks => This card deals 1300 damage to another target resonator.	
Borma	GITS2045	GITS2045-017.png	GITS2045-017	Resonator	Human/Machine	[5]		1200	1000		R	[Dive][4]: Destroy all resonators with total cost 3 or less.	
Buggy	GITS2045	GITS2045-018.png	GITS2045-018	Resonator	Machine	[4]		800	800		N	[Enter] => Reveal the top 4 cards of your deck. You may put a Machine or Human from among them into your hand. Put the rest on the bottom of your deck in any order.	
Civil with Business Spirit	GITS2045	GITS2045-019.png	GITS2045-019	Resonator	Human	[3]		500	500		N	[Enter] => Draw a card.	
Cyber Interface	GITS2045	GITS2045-020.png	GITS2045-020	Chant		[1]					N		
Delta-Cyborged Army	GITS2045	GITS2045-021.png	GITS2045-021	Resonator	Human/Machine	[2]		500	600		N		
Evasion Action	GITS2045	GITS2045-022.png	GITS2045-022	Chant		[1]					N		
Gary Harts	GITS2045	GITS2045-023.png	GITS2045-023	Resonator	Human	[4]		400	1200		N		
Gaze with Curiosity	GITS2045	GITS2045-024.png	GITS2045-024	Chant		[1]					N		
Ghost Meeting	GITS2045	GITS2045-025.png	GITS2045-025	Chant		[4]					N		
Hacker with a Brief	GITS2045	GITS2045-026.png	GITS2045-026	Resonator	Human	[1]		100	300		N		
Head Mounted Display	GITS2045	GITS2045-027.png	GITS2045-027	Addition		[3]					N	Whenever a resonator enters your field => Look at your opponent's hand.	
Infiltration Reconnaissance	GITS2045	GITS2045-028.png	GITS2045-028	Chant		[2]					N		
Ishikawa & Motoko	GITS2045	GITS2045-029.png	GITS2045-029	Resonator	Human/Machine	[4]		1000	1000		R	[Enter] => Destroy target non-J-Ruler, non-magic stone entity.	
Ishikawa, the Experienced Crew	GITS2045	GITS2045-030.png	GITS2045-030	Resonator	Human/Machine	[3]		600	700		N	[Dive][3]: Destroy target addition. (Pay [3] and reveal this card from your hand to play this ability. Then remove this card from the game and put a cyberbrain counter on it. You may play this card from your removed area as long as there is a cyberbrain counter on it.)	
John Smith	GITS2045	GITS2045-031.png	GITS2045-031	Resonator	Human	[1]		300	300		N	[Enter] => Rest target resonator.	
Jumping	GITS2045	GITS2045-032.png	GITS2045-032	Chant		[1]					N		
Kurisu Otomo Teito	GITS2045	GITS2045-033.png	GITS2045-033	Resonator	Human	[5]		800	1000		N	Whenever this card is targeted by a spell or ability => Draw a card.	
Kusanagi Motoko, Boarding Tachikoma	GITS2045	GITS2045-034.png	GITS2045-034	Resonator	Human/Machine	[7]		1200	1200		SR	[Enter] => Rest all resonators your opponent controls.	
Kusanagi Motoko, in Formal Wear	GITS2045	GITS2045-035.png	GITS2045-035	Resonator	Human/Machine	[1]		200	200		SR	[Enter] => Choose a card with [Dive] from your deck. Remove it from the game with a cyberbrain counter on it. Then shuffle your deck.	
Kusanagi Motoko, the Captain of Mercenary	GITS2045	GITS2045-036.png	GITS2045-036	Resonator	Human/Machine	[3]		600	700		N		
Kusanagi Motoko, the Major	GITS2045	GITS2045-037.png	GITS2045-037	Resonator	Human/Machine	[2]		600	500		SR	[Dive][1]: Look at your opponent's hand. [Enter] => Name a non-magic stone card. The named card can't be played.	
Laying Down of Arms	GITS2045	GITS2045-038.png	GITS2045-038	Chant		[2]					N		
Maid Robot	GITS2045	GITS2045-039.png	GITS2045-039	Resonator	Machine	[1]		0	400		N		
Nomads	GITS2045	GITS2045-040.png	GITS2045-040	Resonator	Human	[2]		400	400		N		
Onslaught	GITS2045	GITS2045-041.png	GITS2045-041	Chant		[3]					N		
Patric Huge	GITS2045	GITS2045-042.png	GITS2045-042	Resonator	Human	[5]		1000	1700		N		
Paz	GITS2045	GITS2045-043.png	GITS2045-043	Resonator	Human/Machine	[3]		600	600		R	[Dive][2]: You gain 600 life.	
Presidential Order	GITS2045	GITS2045-044.png	GITS2045-044	Chant		[5]					N		
Purin Esaki, an Investigator	GITS2045	GITS2045-045.png	GITS2045-045	Resonator	Human	[2]		400	400		SR		
Purin Esaki, the Girl in Love	GITS2045	GITS2045-046.png	GITS2045-046	Resonator	Human	[1]		0	400		SR	[Rest]: Produce [1]	
Raydist	GITS2045	GITS2045-047.png	GITS2045-047	Resonator	Human	[5]		1000	1000		N	[Enter] => Your opponent discard a card from their hand.	
Roundhouse Kick	GITS2045	GITS2045-048.png	GITS2045-048	Chant		[3]					N		
Saito & Stan	GITS2045	GITS2045-049.png	GITS2045-049	Resonator	Human/Machine	[5]		1200	1200		N	When this card is put into graveyard from the field => Draw a card.	
Saito, Boarding Tachikoma	GITS2045	GITS2045-050.png	GITS2045-050	Resonator	Human/Machine	[5]		1200	1200		N		
Saito, in Relax	GITS2045	GITS2045-051.png	GITS2045-051	Resonator	Human/Machine	[3]		700	600		N		
Saito, the Skilled Sniper	GITS2045	GITS2045-052.png	GITS2045-052	Resonator	Human/Machine	[3]		600	400		R	[Rest]: This card deals 400 damage to target resonator.	
Saito, the Sniper	GITS2045	GITS2045-053.png	GITS2045-053	Resonator	Human/Machine	[3]		600	600		SR	[Dive][3]: Destroy target resonator. You lose 400 life.	
Sanji Yaguchi	GITS2045	GITS2045-054.png	GITS2045-054	Resonator	Human	[5]		1600	1000		N		
Secret Agent	GITS2045	GITS2045-055.png	GITS2045-055	Resonator	Human	[2]		500	500		N	This card cannot be blocked.	
Security Robot	GITS2045	GITS2045-056.png	GITS2045-056	Resonator	Machine	[3]		600	600		N		
SP	GITS2045	GITS2045-057.png	GITS2045-057	Resonator	Human	[1]		200	200		N	Banish this card: Target resonator gains [Barrier].	
Spider-Type Drone	GITS2045	GITS2045-058.png	GITS2045-058	Resonator	Machine	[1]		100	100		N	[Enter] => Look at the top card of your opponent's deck. You may put it on the bottom of the deck.	
Stan, the Good Helper	GITS2045	GITS2045-059.png	GITS2045-059	Resonator	Human/Machine	[4]		800	800		R	[Enter] => Put target resonator from your graveyard into your hand.	
Stan, the Noob	GITS2045	GITS2045-060.png	GITS2045-060	Resonator	Human/Machine	[2]		600	600		N		
Stealth Drone	GITS2045	GITS2045-061.png	GITS2045-061	Resonator	Machine	[5]		800	800		N	Whenever this card attacks => This card deals 800 damage to another target resonator.	
Tachikoma A	GITS2045	GITS2045-062.png	GITS2045-062	Resonator	Machine	[3]		600	600		R	[Enter] => Target resonator gains [+600/+600].	
Tachikoma B	GITS2045	GITS2045-063.png	GITS2045-063	Resonator	Machine	[3]		600	600		R	[Enter] => Return target resonator to its owner's hand.	
The President of Obsidian Inc.	GITS2045	GITS2045-064.png	GITS2045-064	Resonator	Human	[4]		1000	1000		N		
Togusa	GITS2045	GITS2045-065.png	GITS2045-065	Resonator	Human	[1]		300	400		N		
Togusa, in the Secret Order	GITS2045	GITS2045-066.png	GITS2045-066	Resonator	Human	[2]		400	400		R	[2]: Remove target card in a graveyard from the game.	
Togusa, the Competent Investigator	GITS2045	GITS2045-067.png	GITS2045-067	Resonator	Human	[1]		300	300		SR	[Enter] => Look at the top 3 cards of your deck. Put a card from among them into your hand, and the rest on the top of your deck in any order.	
Top Secret Document	GITS2045	GITS2045-068.png	GITS2045-068	Chant		[4]					N		
Truck	GITS2045	GITS2045-069.png	GITS2045-069	Resonator	Machine	[6]		1300	1500		N	[Enter] => Reveal the top 4 cards of your deck. You may put up to 2 Machine and/or Human cards from among them into your hand. Put the rest on the bottom of the deck in any order.	
Wasp-Type Drone	GITS2045	GITS2045-070.png	GITS2045-070	Resonator	Machine	[1]		100	100		N	Whenever this card attacks => Put the top card of your opponent's deck into the graveyard.	
Watchdog Robot	GITS2045	GITS2045-071.png	GITS2045-071	Resonator	Machine	[1]		200	200		N	Banish this card: This card deals 200 damage to target resonator.	
Wired Anchor	GITS2045	GITS2045-072.png	GITS2045-072	Chant		[2]					N		
Worldwide Default	GITS2045	GITS2045-073.png	GITS2045-073	Chant		[7]					R		
